gene_list,time
topA,500
yncG,500
topA,1000
yijC,1000
nadR,1000
topA,1500
yncG,1500
ECB_02621,1500
mreB,1500
yijC,1500
ycgB,2000
pykF,2000
nusA,2000
spoT,2000
nadR,2000
aes,5000
gltL,5000
phoH,5000
sapA,5000
pykF,5000
yegO,5000
yfcTU,5000
eutH,5000
yeeU,5000
malT,5000
rhsA,5000
hslU,5000
alsA,5000
nadR,5000
hupB,10000
insB-7,10000
gltL,10000
phoH,10000
ycfC,10000
narZ,10000
pykF,10000
yebY,10000
yecE,10000
pmrD,10000
yfcTU,10000
yfcTU,10000
yeeU,10000
malT,10000
rhsA,10000
hslU,10000
iclR,10000
cycA,10000
nadR,10000
arcA,10000
hofB,15000
hupB,15000
insB-7,15000
gltL,15000
ybgO,15000
phoH,15000
ycfC,15000
pykF,15000
yebY,15000
yecE,15000
yegO,15000
yfcTU,15000
yfcTU,15000
proX,15000
kduD,15000
yqeB,15000
yeeU,15000
yqhH,15000
malT,15000
rhsA,15000
hslU,15000
iclR,15000
yjcO,15000
rpiR,15000
cycA,15000
nadR,15000
arcA,15000
gmhB,20000
lacZ,20000
hupB,20000
insB-7,20000
gltL,20000
farR,20000
phoH,20000
phoH,20000
ycfC,20000
sapA,20000
pykF,20000
yebY,20000
yecE,20000
cpsG,20000
yfcTU,20000
yfcTU,20000
proX,20000
yeeU,20000
yqhH,20000
malT,20000
sgbE,20000
rhsA,20000
ECB_03710,20000
yihS,20000
hslU,20000
iclR,20000
metH,20000
yjcO,20000
rpiR,20000
lysU,20000
yjeB,20000
cycA,20000
sgcA,20000
nadR,20000
arcA,20000
insL-1,30000
yadG,30000
gmhB,30000
insB-2,30000
lacZ,30000
hupB,30000
insB-7,30000
citX,30000
gltL,30000
yliF,30000
ECB_00838,30000
pflB,30000
phoH,30000
ycfC,30000
sapA,30000
pykF,30000
ydiM,30000
ydiQ,30000
yeaS,30000
yoaE,30000
yebY,30000
yecE,30000
yfbB,30000
yfcTU,30000
yfcTU,30000
hcaC,30000
yfiH,30000
proX,30000
kduD,30000
yeeU,30000
yqhH,30000
yrbA,30000
malT,30000
rhsA,30000
ECB_03710,30000
glpF,30000
hslU,30000
iclR,30000
metH,30000
malE,30000
actP,30000
yjcO,30000
rpiR,30000
yjeB,30000
cycA,30000
hsdM,30000
deoA,30000
nadR,30000
arcA,30000
insL-1,40000
ftsW,40000
yadG,40000
yadG,40000
gmhB,40000
insB-2,40000
lacZ,40000
hupB,40000
insB-7,40000
gltL,40000
ECB_00838,40000
ECB_00845,40000
pflB,40000
phoH,40000
ycfC,40000
ldrC,40000
sapA,40000
sapA,40000
sapA,40000
ycjT,40000
pykF,40000
ydiM,40000
yeaS,40000
yoaE,40000
yebY,40000
yebK,40000
yecE,40000
yeiR,40000
yfbB,40000
yfcTU,40000
yfcTU,40000
hcaC,40000
hcaC,40000
purL,40000
yfiH,40000
proX,40000
kduD,40000
yeeU,40000
yqhH,40000
yrbA,40000
crp,40000
malT,40000
ECB_03279,40000
rhsA,40000
ECB_03710,40000
glpF,40000
hslU,40000
iclR,40000
metH,40000
malE,40000
actP,40000
yjcO,40000
rpiR,40000
yjeB,40000
cycA,40000
hsdM,40000
deoA,40000
nadR,40000
arcA,40000
caiT,50000
dgt,50000
gmhB,50000
lacZ,50000
queA,50000
hupB,50000
ybbB,50000
insB-7,50000
gltL,50000
valT,50000
lysQ,50000
deoR,50000
ECB_00838,50000
hcp,50000
pflB,50000
phoH,50000
ycfC,50000
ycgG,50000
sapA,50000
pykF,50000
ydiM,50000
yoaE,50000
yebY,50000
yecE,50000
tap,50000
ECB_01992,50000
cirA,50000
atoC,50000
yfcTU,50000
yfcTU,50000
fadL,50000
hyfB,50000
yfiH,50000
rluD,50000
proX,50000
ygbK,50000
yeeU,50000
yghS,50000
yqhH,50000
ygiQ,50000
uxaC,50000
yrbA,50000
arcB,50000
argR,50000
mreB,50000
kefB,50000
malT,50000
yhhN,50000
zntA,50000
zntA,50000
ECB_03438,50000
rhsA,50000
secB,50000
gltS,50000
recF,50000
ECB_03710,50000
ECB_03719,50000
yihS,50000
yiiT,50000
glpF,50000
hslU,50000
iclR,50000
metH,50000
yjcO,50000
rpiR,50000
yjeB,50000
cycA,50000
hsdS,50000
nadR,50000
arcA,50000
