gene_list,time
insB-2,500
topA,500
pykF,1000
mreC,1000
nadR,1000
pykF,1500
ygiP,1500
mreC,1500
prlA,1500
nadR,1500
pykF,2000
eutC,2000
mreC,2000
trkH,2000
yijC,2000
nadR,2000
yabB,5000
pykF,5000
metW,5000
mreC,5000
prlA,5000
malT,5000
rhsB,5000
hslU,5000
nadR,5000
rhsD,10000
ylcG,10000
oppD,10000
pykF,10000
infC,10000
menC,10000
mreC,10000
yhdG,10000
prlA,10000
malT,10000
gntR,10000
spoT,10000
hslU,10000
nadR,10000
arcA,10000
rhsD,15000
ylcG,15000
oppD,15000
pykF,15000
infC,15000
yeeF,15000
recO,15000
iap,15000
ECB_02621,15000
kduD,15000
ECB_02816,15000
mreC,15000
yhdG,15000
prlA,15000
envZ,15000
malT,15000
malT,15000
malT,15000
spoT,15000
hslU,15000
metH,15000
frdC,15000
nadR,15000
arcA,15000
rhsD,20000
arcC,20000
ylcG,20000
lysQ,20000
oppD,20000
pykF,20000
infC,20000
ydjJ,20000
menC,20000
hyfA,20000
recO,20000
iap,20000
ECB_02816,20000
mreC,20000
yhdG,20000
prlA,20000
rplF,20000
envZ,20000
malT,20000
malT,20000
malT,20000
spoT,20000
pfkA,20000
hslU,20000
metH,20000
hsdR,20000
nadR,20000
arcA,20000
yadH,30000
rhsD,30000
ylcG,30000
gltA,30000
oppD,30000
narZ,30000
yddP,30000
pykF,30000
ydiQ,30000
infC,30000
manY,30000
yeeF,30000
ECB_01992,30000
menC,30000
yfhM,30000
recO,30000
yfjD,30000
ygaZ,30000
iap,30000
ECB_02816,30000
mreC,30000
yhdG,30000
prlA,30000
rplF,30000
envZ,30000
malT,30000
malT,30000
malT,30000
glpG,30000
spoT,30000
yicL,30000
hslU,30000
iclR,30000
metH,30000
actP,30000
frdC,30000
nadR,30000
arcA,30000
yadH,40000
insB-2,40000
rhsD,40000
arcC,40000
ylcG,40000
gltA,40000
phoH,40000
dinI,40000
oppD,40000
narZ,40000
narZ,40000
pykF,40000
infC,40000
ydjO,40000
yeaS,40000
manY,40000
shiA,40000
yeeF,40000
ECB_01992,40000
menC,40000
yfcTU,40000
maeB,40000
yfhM,40000
recO,40000
ygaZ,40000
iap,40000
ECB_02621,40000
ECB_02816,40000
mreC,40000
yhdG,40000
prlA,40000
rplF,40000
envZ,40000
malT,40000
malT,40000
malT,40000
glpG,40000
rhsB,40000
ECB_03460,40000
spoT,40000
yicL,40000
yieH,40000
hslU,40000
iclR,40000
metH,40000
actP,40000
frdC,40000
nadR,40000
arcA,40000
yadH,50000
rhsD,50000
arcC,50000
ylcG,50000
insL-3,50000
gltA,50000
phoH,50000
dinI,50000
oppD,50000
narZ,50000
narZ,50000
ydfI,50000
pykF,50000
infC,50000
ydjO,50000
yeaS,50000
manY,50000
yeeJ,50000
yeeF,50000
manC,50000
ECB_01992,50000
menC,50000
yfcTU,50000
maeB,50000
yfhM,50000
recO,50000
yfiQ,50000
yfiH,50000
ygaZ,50000
iap,50000
ECB_02621,50000
ECB_02816,50000
mreC,50000
yhdG,50000
prlA,50000
rpsE,50000
rplF,50000
envZ,50000
malT,50000
malT,50000
malT,50000
glpG,50000
ECB_03460,50000
spoT,50000
yicL,50000
yieH,50000
hslU,50000
murI,50000
iclR,50000
metH,50000
actP,50000
yjcP,50000
frdC,50000
nadR,50000
arcA,50000
