gene_list,time
pykF,1000
mreC,1000
nadR,1000
pykF,1500
mreC,1500
prlA,1500
nadR,1500
pykF,2000
ECB_02818,2000
mreC,2000
trkH,2000
yijC,2000
nadR,2000
yabB,5000
pykF,5000
infB,5000
mreC,5000
prlA,5000
malT,5000
cdh,5000
hslU,5000
nadR,5000
rhsD,10000
ylcG,10000
oppD,10000
pykF,10000
infC,10000
iap,10000
ECB_02816,10000
mreC,10000
yhdG,10000
prlA,10000
envZ,10000
malT,10000
malT,10000
malT,10000
spoT,10000
hslU,10000
metH,10000
nadR,10000
arcA,10000
rhsD,15000
ylcG,15000
oppD,15000
narZ,15000
insF-4,15000
pykF,15000
infC,15000
yeeF,15000
ECB_01992,15000
menC,15000
recO,15000
iap,15000
iap,15000
ECB_02816,15000
mreC,15000
yhdG,15000
prlA,15000
envZ,15000
malT,15000
malT,15000
malT,15000
spoT,15000
hslU,15000
metH,15000
frdC,15000
nadR,15000
arcA,15000
rhsD,20000
ylcG,20000
gltA,20000
oppD,20000
narZ,20000
pykF,20000
infC,20000
yeeF,20000
ECB_01992,20000
menC,20000
recO,20000
ygaZ,20000
iap,20000
ECB_02816,20000
yhbP,20000
mreC,20000
yhdG,20000
prlA,20000
envZ,20000
malT,20000
malT,20000
malT,20000
spoT,20000
yicL,20000
hslU,20000
metH,20000
frdC,20000
nadR,20000
arcA,20000
yadH,30000
rhsD,30000
ylcG,30000
gltA,30000
oppD,30000
narZ,30000
pykF,30000
infC,30000
manY,30000
yeeF,30000
ECB_01992,30000
menC,30000
yfhM,30000
recO,30000
ygaZ,30000
iap,30000
ECB_02816,30000
mreC,30000
yhdG,30000
prlA,30000
rplF,30000
envZ,30000
malT,30000
malT,30000
malT,30000
glpG,30000
spoT,30000
yicL,30000
gyrB,30000
hslU,30000
iclR,30000
metH,30000
actP,30000
frdC,30000
nadR,30000
arcA,30000
ECB_00021,40000
caiB,40000
yadG,40000
queA,40000
tig,40000
rhsD,40000
arcC,40000
ylcG,40000
cusR,40000
lysQ,40000
oppD,40000
pykF,40000
infC,40000
ynjB,40000
ydjJ,40000
ompC,40000
atoS,40000
menC,40000
fadL,40000
hyfA,40000
hcaD,40000
recO,40000
iap,40000
ECB_02816,40000
gss,40000
rpoD,40000
ygjI,40000
mreC,40000
yhdG,40000
prlA,40000
rplF,40000
envZ,40000
malT,40000
malT,40000
malT,40000
spoT,40000
glmS,40000
pfkA,40000
hslU,40000
rplL,40000
rpoB,40000
metH,40000
alsC,40000
miaA,40000
hsdR,40000
nadR,40000
arcA,40000
ECB_00021,50000
caiB,50000
yadG,50000
yafC,50000
queA,50000
rhsD,50000
arcC,50000
ylcG,50000
cusR,50000
lysQ,50000
ftsK,50000
oppD,50000
pykF,50000
infC,50000
ynjB,50000
ydjJ,50000
yegN,50000
ompC,50000
atoS,50000
menC,50000
fadL,50000
hyfA,50000
hcaD,50000
recO,50000
iap,50000
ECB_02816,50000
gss,50000
rpoD,50000
ygjI,50000
mreC,50000
yhdG,50000
yrdD,50000
prlA,50000
rplF,50000
envZ,50000
malT,50000
malT,50000
malT,50000
spoT,50000
spoT,50000
yicL,50000
glmS,50000
pfkA,50000
hslU,50000
rplL,50000
rpoB,50000
metH,50000
miaA,50000
hsdR,50000
nadR,50000
arcA,50000
